"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1192435";"";"0";"286.36";"0";"2.01";"D8";"Cc1cc(NN)n2nc(SCc3ccccc3)nc2n1";"IC50";"'='";"882.3";"nM";"6.05";"";"";"UO_0000065";"21.14";"0.41";"4.04";"7.46";"False";"CHEMBL4401328";"Inhibition of recombinant LSD1 (unknown origin) using H3K4me2 as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400535";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4585062";"";"0";"356.50";"0";"2.72";"D5";"Cc1cc(N(C)CCN(C)C)n2nc(SCc3ccccc3)nc2n1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4401328";"Inhibition of recombinant LSD1 (unknown origin) using H3K4me2 as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400535";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL3651119";"";"0";"253.34";"0";"3.34";"BDBM153442";"COc1ccccc1CN[C@H]1CC1c1ccccc1";"IC50";"'='";"390.0";"nM";"6.41";"";"294681";"UO_0000065";"25.30";"0.46";"3.07";"30.15";"False";"CHEMBL3705690";"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4111997";"";"0";"376.42";"0";"4.52";"BDBM254552";"OC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1";"Ki";"'='";"550.0";"nM";"6.26";"";"321817";"UO_0000065";"16.63";"0.32";"1.74";"13.86";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4439411";"";"0";"393.85";"0";"2.03";"5s";"CNS(=O)(=O)c1cccc(C(=O)N/N=C2\CCc3c(Cl)ccc(O)c32)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4432426";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4527148";"";"0";"435.51";"0";"3.30";"5h";"CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4568420";"";"0";"419.89";"0";"2.57";"7s";"O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1ccc(S(=O)(=O)NC2CC2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL3989843";"TRANYLCYPROMINE";"4";"266.39";"None";"None";"176";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'<'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3390914";"Inhibition of LSD-1 (unknown origin) assessed as nucleosomal demethylation of histone H3 lysine 4";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3390834";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL4437393";"";"0";"461.97";"0";"3.74";"5r";"O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1cccc(S(=O)(=O)NC2CCCCC2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4432426";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4544658";"";"0";"385.42";"0";"3.72";"6d";"O=C(N/N=C1\CCc2cccc(O)c21)c1cccc(C(=O)Nc2ccccc2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4432426";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4528729";"";"0";"359.41";"0";"1.38";"7e";"CNS(=O)(=O)c1ccc(C(=O)N/N=C2\CCc3cccc(O)c32)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4432426";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4217900";"";"0";"1257.42";"None";"None";"2e";"C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CN1CC=CC1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4182596";"Inhibition of human recombinant LSD1 at 10 uM incubated for 30 mins using H3K4me2 peptide substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177723";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL4435625";"";"0";"399.45";"0";"3.75";"6e";"CN(C(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1)c1ccccc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4432424";"Inhibition of LSD1 (unknown origin) at 50 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL3134319";"";"0";"287.17";"0";"4.40";"12i";"CC(=O)c1csc(Nc2cc(Cl)cc(Cl)c2)n1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3135662";"Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate at 500 uM after 30 mins by HTRF assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3132811";"1";"Scientific Literature";"MedChemComm";"2013";"None";""
"CHEMBL3651095";"";"0";"224.31";"0";"2.73";"BDBM153418";"c1ccc(C2C[C@@H]2NCc2ccncc2)cc1";"IC50";"'='";"700.0";"nM";"6.16";"";"294657";"UO_0000065";"27.44";"0.49";"3.42";"24.70";"False";"CHEMBL3705690";"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4557550";"";"0";"427.53";"0";"3.08";"7d";"O=C(N/N=C1\CCc2cccc(O)c21)c1ccc(S(=O)(=O)NC2CCCCC2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4474193";"";"0";"469.95";"0";"3.95";"5u";"CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N/N=C2\CCc3c(Cl)ccc(O)c32)c1";"Inhibition";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4449534";"";"0";"433.90";"0";"4.40";"6l";"CN(C(=O)c1cccc(C(=O)N/N=C2\CCc3c(Cl)ccc(O)c32)c1)c1ccccc1";"Inhibition";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4435625";"";"0";"399.45";"0";"3.75";"6e";"CN(C(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1)c1ccccc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4437553";"";"0";"411.89";"0";"3.80";"6i";"O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1cccc(C(=O)NC2CCCC2)c1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432424";"Inhibition of LSD1 (unknown origin) at 50 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4550944";"";"0";"385.82";"0";"4.24";"9e";"C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(F)cc2)c2ccc(Cl)cc12";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL4396046";"Inhibition of LSD1 in human THP1 cells assessed as increase in CD86 expression incubated for 3 days by flow cytometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393711";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4206770";"";"0";"289.25";"0";"1.88";"GSK-LSD1";"Cl.Cl.c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL4401339";"Inhibition of LSD1 in human A549 cells assessed as accumulation of H3K9me1 after 96 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400535";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307651";""
"CHEMBL4592269";"";"0";"397.86";"0";"4.11";"16c";"C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)cc2)c2cc(OC)ccc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4396034";"Inhibition of recombinant LSD1 (unknown origin) (catalytic domain 157 to 852 residues) expressed in Escherichia coli BL21 using H3K4me1 as substrate incubated for 1 hr by horse-radish peroxidase/amplex red-based fluorescence method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393711";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4466301";"";"0";"407.86";"0";"3.98";"9o";"C=C1C(=O)OCC1C(O)c1cn(Cc2nc3ccccc3[nH]2)c2ccc(Cl)cc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4396034";"Inhibition of recombinant LSD1 (unknown origin) (catalytic domain 157 to 852 residues) expressed in Escherichia coli BL21 using H3K4me1 as substrate incubated for 1 hr by horse-radish peroxidase/amplex red-based fluorescence method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393711";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL402865";"";"0";"139.22";"0";"1.56";"12";"N[C@@H]1C[C@H]1c1ccsc1";"Kinact";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL926831";"Inhibition of human LSD1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144791";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL3651131";"";"0";"271.33";"0";"3.48";"BDBM153454";"COc1cccc(F)c1CN[C@H]1CC1c1ccccc1";"IC50";"'='";"220.0";"nM";"6.66";"";"294693";"UO_0000065";"24.54";"0.45";"3.18";"31.32";"False";"CHEMBL3705690";"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL378900";"";"0";"801.14";"3";"6.62";"188";"N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3390922";"Inhibition of N-terminal His-6-tagged full length human LSD-1 expressed in Escherichia coli BL21 (DE3) using H3K4me2 peptide as substrate at 1 uM by Western blotting analysis relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3390834";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3416429";"";"0";"288.78";"0";"2.75";"11d";"Cl.N[C@@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1";"IC50";"'='";"10890.0";"nM";"4.96";"";"";"UO_0000065";"19.67";"0.36";"2.21";"9.00";"False";"CHEMBL3418202";"Inhibition of human recombinant LSD1 expressed in Escherichia coli using methylated H3K4peptide as substrate incubated for 15 mins prior to substrate addition measured for 12 mins by amplex red staining-based fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414440";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3736127";"";"0";"583.73";"1";"2.79";"5";"CN1CCN(C(=O)CNC2CC2c2cccc(OCC[C@H](NC(=O)c3ccccc3)C(=O)NCc3ccccc3)c2)CC1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3737807";"Inhibition of LSD1 in human SH-SY5Y cells assessed as induction of H3K4me2 accumulation at 10 uM after 24 hrs by Western blot method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734748";"1";"Scientific Literature";"MedChemComm";"2015";"CHEMBL3307740";""
"CHEMBL3651589";"";"0";"413.95";"0";"3.14";"BDBM101275";"CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Cl)c3)cc2)CC1";"Ki";"'='";"47.0";"nM";"7.33";"";"218634";"UO_0000065";"17.70";"0.35";"4.19";"16.35";"False";"CHEMBL3707803";"Biological Assay: Biological assay using monoamine oxidase or LSD1.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639147";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL3330329";"";"0";"197.71";"0";"2.28";"19b";"CC[C@@]1(N)C[C@@H]1c1ccccc1.Cl";"FC";"'='";"6.6";"";"";"";"";"";"";"";"";"";"False";"CHEMBL3388875";"Inhibition of KDM1A in human NB4 cells assessed as increase in Gfi-1b mRNA expression at biochemical IC50 level incubated for 24 hrs by quantitative RT-PCR method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NB-4";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351849";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"CHEMBL3308423";""
"CHEMBL3989843";"TRANYLCYPROMINE";"4";"266.39";"None";"None";"1; TCP";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"26310.0";"nM";"4.58";"";"";"UO_0000065";"17.19";"None";"None";"None";"False";"CHEMBL4002890";"Inhibition of recombinant full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) using H3K4me2 substrate by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002561";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL3415549";"";"0";"453.36";"1";"5.25";"27";"N#Cc1c(Cl)nc(SCc2cn(Cc3ccccc3Cl)nn2)nc1-c1ccccc1";"IC50";"'='";"97274.72";"nM";"4.01";"";"";"UO_0000065";"8.85";"0.18";"-1.24";"5.00";"False";"CHEMBL4036634";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033745";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL3415357";"";"0";"374.88";"0";"2.55";"16";"C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Cl)cc2)n1";"IC50";"'='";"1590.0";"nM";"5.80";"";"";"UO_0000065";"15.47";"0.33";"3.25";"5.82";"False";"CHEMBL4036634";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033745";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4079770";"";"0";"455.61";"0";"4.18";"23e";"CNC[C@H]1CC[C@H](C(=O)N2C[C@@H](c3ccc(C#N)cc3)[C@H](c3ccc4c(cnn4C)c3)C2)CC1";"Kd";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"13.76";"0.25";"2.09";"8.48";"False";"CHEMBL4047448";"Binding affinity to LSD1 (unknown origin) by SPR analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043241";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
